Gene_symbol_ENTREZ_ID	Effect_size	p_value	q_value
TSPY3 (728137)	0.005242205	0.873652139	0.911952632
GOLGA8G (283768)	0.005246264	0.664774666	0.744977241
ZXDA (7789)	0.005250679	0.910193297	0.93858157
PRR23D2 (100133251)	0.005271065	0.412357334	0.512974774
SLC39A12 (221074)	0.005280319	0.731126169	0.799490454
POLR2G (5436)	0.005283145	0.902200193	0.932145313
CIAO2A (84191)	0.005292023	0.921474688	0.946237807
MAGEB3 (4114)	0.005292845	0.688883589	0.765408441
OR8B3 (390271)	0.005307956	0.040708169	0.073237214
DNAAF2 (55172)	0.005318367	0.920462888	0.94560459
MMD2 (221938)	0.005321412	0.476493094	0.575737427
FATE1 (89885)	0.005323141	0.709892442	0.78264613
PRR23A (729627)	0.005328566	0.036992041	0.067406779
USP17L2 (377630)	0.005336566	0.561748581	0.654700769
ZNF761 (388561)	0.005359911	0.934995353	0.956530275
RCC1L (81554)	0.005384603	0.927318542	0.950963476
ZP2 (7783)	0.005397715	0.398191046	0.498885431
PITPNM2 (57605)	0.005398724	0.956002481	0.971583134
KRT76 (51350)	0.005402149	0.3096589	0.409484698
CNTN4 (152330)	0.005407228	0.947217099	0.96543965
LGALS16 (148003)	0.005436241	0.074725846	0.12361113
SPEM2 (201243)	0.005462037	0.47636422	0.575618041
CYB5B (80777)	0.005472727	0.934447375	0.956174063
TSPY10 (100289087)	0.005486918	0.831285395	0.878968473
CRYAA2 (102724652)	0.005487119	0.64683368	0.729483592
KRT85 (3891)	0.005494594	0.778016008	0.837748943
PRAMEF12 (390999)	0.005497585	0.677529979	0.755683766
FASTKD2 (22868)	0.005497734	0.900072025	0.930699949
ZNF652 (22834)	0.005501667	0.926322016	0.950094223
OPTC (26254)	0.00552345	0.305503239	0.405043816
FAM104A (84923)	0.005524427	0.898927475	0.929922938
TAS2R60 (338398)	0.005524955	0.135135022	0.204945326
OR52N5 (390075)	0.005542666	0.091807177	0.147374081
SMIM23 (644994)	0.005554822	0.436793691	0.537333146
PPIE (10450)	0.005581918	0.912966436	0.940519245
OR1D4 (653166)	0.005590887	0.307159455	0.406882135
OR2F1 (26211)	0.005622859	0.192270295	0.276524869
METTL21C (196541)	0.005657309	0.387201109	0.488215637
BNC2 (54796)	0.00567007	0.961913132	0.976055689
RNF113B (140432)	0.005711556	0.690275247	0.766598755
TEX38 (374973)	0.005738427	0.670605604	0.749603851
CSNK1A1L (122011)	0.005755378	0.727141427	0.795996996
NOP56 (10528)	0.005773346	0.930871227	0.953789272
G6PC (2538)	0.005779807	0.329377316	0.430122738
C19orf67 (646457)	0.005781284	0.287486192	0.385381672
STRA8 (346673)	0.00582567	0.408927436	0.509602059
SPATA31A5 (727905)	0.005826972	0.275648631	0.372292247
DEFB105A (245908)	0.005831329	0.302200341	0.401479759
PDK3 (5165)	0.005853704	0.942802826	0.962049853
PLK1 (5347)	0.005876816	0.929451755	0.952640775
TAF1L (138474)	0.005881271	0.544016616	0.638857446
KIF2B (84643)	0.005910619	0.331426197	0.431950564
ACSBG1 (23205)	0.005912576	0.896603148	0.928065459
IRGC (56269)	0.005928363	0.174498977	0.254805294
OR2J3 (442186)	0.005930515	0.044410749	0.07895611
CHST5 (23563)	0.005943322	0.867197456	0.907043519
ANHX (647589)	0.005943643	0.106902317	0.167749013
USP17L4 (645402)	0.00597197	0.0396562	0.071553091
PNPT1 (87178)	0.005975095	0.923928483	0.948350592
JCAD (57608)	0.005978687	0.964846692	0.977768518
OR5D13 (390142)	0.005997738	0.380076966	0.481325225
GSG1L (146395)	0.005998647	0.872794587	0.911354837
SCYGR10 (112441436)	0.006003088	0.527331272	0.623508732
IGSF10 (285313)	0.00602549	0.939246589	0.959392631
POLR1C (9533)	0.006041478	0.901463842	0.93158563
GMDS (2762)	0.006044634	0.944660225	0.963123787
GTF2IRD2 (84163)	0.006073223	0.933695418	0.95561583
CABP5 (56344)	0.006088092	0.492897141	0.59167437
CRMP1 (1400)	0.006093524	0.973415798	0.98395227
KLK15 (55554)	0.0060991	0.842799446	0.888662294
HSD17B10 (3028)	0.00611003	0.916969826	0.943129552
SLC38A8 (146167)	0.006117196	0.848992292	0.893371541
ZSCAN5B (342933)	0.006119366	0.731620966	0.799803094
SLC7A13 (157724)	0.006121229	0.147584607	0.220869271
CSHL1 (1444)	0.006126384	0.323305241	0.423725305
CAPN14 (440854)	0.006139748	0.868683874	0.908278491
SERPINA11 (256394)	0.00614723	0.780572377	0.839509977
KRTAP5-6 (440023)	0.00615879	0.569406874	0.661050649
TAF7L (54457)	0.006163251	0.890706772	0.923660172
IDO2 (169355)	0.006166517	0.65061771	0.73241937
IFNA1 (3439)	0.006172684	0.804055854	0.858209482
SLC22A7 (10864)	0.006182194	0.524018211	0.620472825
SIRT2 (22933)	0.006193882	0.924776321	0.948976054
DPRX (503834)	0.006207219	0.331177352	0.43180382
CCDC173 (129881)	0.006214452	0.847770062	0.892428795
KRTAP19-5 (337972)	0.006224352	0.760175907	0.822603632
FAM170A (340069)	0.006229937	0.488111514	0.587181527
OR51F1 (256892)	0.00624867	0.043399387	0.077402446
PTCHD1 (139411)	0.006266419	0.867176281	0.907043519
ZNF644 (84146)	0.006274113	0.895456393	0.927229402
RFPL1 (5988)	0.006349612	0.695570967	0.770766865
ZNF705E (100131539)	0.006353835	0.566376928	0.658811515
F11 (2160)	0.006367166	0.763939569	0.825936584
GSTA5 (221357)	0.006399665	0.208815824	0.296313848
SLC5A2 (6524)	0.006414701	0.871483568	0.910280928
TSPYL6 (388951)	0.006420485	0.703478565	0.777545772
CDHR4 (389118)	0.006425139	0.715405095	0.786479241
C2orf49 (79074)	0.006428032	0.865904707	0.906038462
SPANXN2 (494119)	0.006436604	0.151750191	0.226271957
OR52N1 (79473)	0.006536657	0.139540354	0.210658508
SSTR4 (6754)	0.0065474	0.104150338	0.164022216
PCARE (388939)	0.006585549	0.733908928	0.80175488
ZDHHC22 (283576)	0.006602679	0.914780335	0.941663076
M6PR (4074)	0.006610411	0.892483216	0.924901136
PADI6 (353238)	0.006626638	0.154617659	0.229956531
OR13C7 (81377)	0.006649796	0.367067806	0.46811277
OR10J1 (26476)	0.006656208	0.300602985	0.399773779
KRTAP1-4 (728255)	0.006708205	0.053663687	0.093056507
WDR46 (9277)	0.006714176	0.885283503	0.920229537
ATP1A4 (480)	0.006735262	0.823209432	0.873248815
SULT2A1 (6822)	0.006765708	0.795821004	0.851378521
C17orf47 (284083)	0.006767417	0.210864493	0.298776902
MUSK (4593)	0.006769414	0.859301454	0.900901809
KIR2DL1 (3802)	0.006776879	0.813962166	0.866367825
ASB15 (142685)	0.006785998	0.463406018	0.563266337
OR10D3 (26497)	0.006817061	0.07135535	0.118950437
NOTO (344022)	0.006841427	0.224140109	0.314469641
HIKESHI (51501)	0.006859708	0.879120621	0.915999521
FOXB2 (442425)	0.006863886	0.525278482	0.621619043
OR2M2 (391194)	0.00687454	0.100003249	0.158498639
LYZL6 (57151)	0.006876065	0.141549814	0.213020175
P2RY4 (5030)	0.006883034	0.586472711	0.676188484
ADH4 (127)	0.006921664	0.635915363	0.720139823
RIT2 (6014)	0.006922088	0.724805353	0.794120853
NKAIN3 (286183)	0.006956561	0.822242938	0.872661502
KDM4E (390245)	0.006966937	0.468116526	0.567694335
KMO (8564)	0.006967177	0.944342096	0.962883052
GRM3 (2913)	0.006976731	0.578179298	0.669044033
SPATA32 (124783)	0.00698737	0.744884619	0.810080335
SEBOX (645832)	0.007005874	0.155716843	0.23133969
MAGEB18 (286514)	0.007063028	0.42493079	0.525610587
KDM3A (55818)	0.007064316	0.903211279	0.93303889
LIPJ (142910)	0.0070675	0.685389842	0.762633138
KPNA6 (23633)	0.007071781	0.871980003	0.910587078
TNFAIP8L3 (388121)	0.007088284	0.937644622	0.958381
ANAPC13 (25847)	0.007089959	0.888291396	0.921854528
TAOK1 (57551)	0.007098592	0.89817411	0.929336758
TAC3 (6866)	0.00709976	0.919735968	0.945162133
SEMG1 (6406)	0.007100371	0.824606041	0.874342733
PRAMEF14 (729528)	0.00710697	0.333530418	0.434065691
C4orf17 (84103)	0.007118594	0.049521405	0.086776914
SLC22A2 (6582)	0.007141574	0.762133422	0.824423218
SCGB1D1 (10648)	0.007147211	0.416494592	0.517322324
OR14K1 (343170)	0.007149712	0.544635756	0.639388417
OR8K5 (219453)	0.007152824	0.221257986	0.311110018
POTEB2 (100287399)	0.007185056	0.357629823	0.458356118
PFN3 (345456)	0.007194889	0.590627471	0.679587229
KRBA2 (124751)	0.007196952	0.908779417	0.937475652
NRAP (4892)	0.007201302	0.388660165	0.489797262
CST11 (140880)	0.007257159	0.116752684	0.180936888
HRK (8739)	0.007272017	0.925200978	0.949275514
CTPS1 (1503)	0.007277453	0.912600442	0.940252025
AIPL1 (23746)	0.007306293	0.630699386	0.715417968
GUCY2C (2984)	0.00736856	0.926600517	0.950328957
MTRNR2L1 (100462977)	0.007373529	0.092754019	0.148642469
TBC1D28 (254272)	0.007374451	0.152451876	0.227141312
NAPG (8774)	0.007391816	0.88707969	0.921119804
RFT1 (91869)	0.007396549	0.880632886	0.916891023
POTEH (23784)	0.007413268	0.818964455	0.870144052
SERPINA2 (390502)	0.00741373	0.211624047	0.299588165
HIPK4 (147746)	0.007416757	0.458472961	0.558191704
OR10A6 (390093)	0.00747686	0.488305399	0.587304049
SLFNL1 (200172)	0.007481659	0.850109291	0.894153742
POTEB (100996331)	0.007491318	0.339827315	0.440729748
LRRC10 (376132)	0.007513388	0.636279302	0.72038151
CYP4A11 (1579)	0.007516222	0.011814355	0.024950249
RNF133 (168433)	0.007519258	0.643924925	0.726974038
CNNM3 (26505)	0.007535549	0.900396547	0.930884673
SNTG1 (54212)	0.007542143	0.85056402	0.894533736
PABPC1L2A (340529)	0.007590529	0.300880719	0.4000042
OR4D6 (219983)	0.00760354	0.363581145	0.464583997
RLIM (51132)	0.007612886	0.883984758	0.919079141
GPR149 (344758)	0.00761907	0.581700848	0.672265683
INSL6 (11172)	0.007625449	0.734934641	0.802554832
LACRT (90070)	0.007636386	0.432809701	0.533494876
DEFB123 (245936)	0.007691703	0.116527702	0.180705251
TYW1 (55253)	0.00770444	0.857268185	0.899459725
GFRA1 (2674)	0.007706433	0.955249616	0.971075757
TOMM5 (401505)	0.007716607	0.887755983	0.92148888
OR12D1 (26530)	0.007720068	0.241193951	0.334183759
CCNL1 (57018)	0.00777717	0.90053131	0.930973723
STOML3 (161003)	0.007788681	0.194996836	0.279742061
TIGD3 (220359)	0.007793956	0.883208518	0.918489334
CDH16 (1014)	0.007803634	0.918693357	0.94443209
LRTM1 (57408)	0.007813873	0.575754356	0.666749753
FAM186A (121006)	0.007844758	0.381519615	0.482513807
PRR20B (729233)	0.007857507	0.381262556	0.482348029
PRR20A (122183)	0.007857507	0.381262556	0.482348029
PRR20D (729246)	0.007857507	0.381262556	0.482348029
PRR20E (729250)	0.007857507	0.381262556	0.482348029
SMIM36 (111064648)	0.007873887	0.262441173	0.357974622
AGTR1 (185)	0.007889306	0.901815874	0.93189912
LELP1 (149018)	0.007893642	0.086595387	0.140157431
SYN2 (6854)	0.007899782	0.92351057	0.948023291
ITGA9 (3680)	0.007903351	0.916021927	0.942400877
NDUFB7 (4713)	0.007947902	0.857592845	0.899701744
HTR1A (3350)	0.00797274	0.393279211	0.493959927
GOLPH3L (55204)	0.008002571	0.895534628	0.927260259
ACMSD (130013)	0.008015992	0.794056363	0.849858278
CRYAA (1409)	0.00803683	0.550260574	0.644529395
OR52E4 (390081)	0.008045515	0.024367038	0.046845007
ERAS (3266)	0.008052103	0.655430252	0.736397199
OAF (220323)	0.008052938	0.954230351	0.970367445
KRTAP4-4 (84616)	0.008082647	0.058820809	0.100775511
MIP (4284)	0.008085667	0.461112187	0.561012501
LCE3A (353142)	0.008087096	0.550893619	0.64519194
SPRYD3 (84926)	0.008087514	0.894780052	0.926679433
HOXB1 (3211)	0.008109019	0.231671245	0.323282623
CIPC (85457)	0.008132047	0.886028085	0.920713239
ORAI1 (84876)	0.00813215	0.89134774	0.924224727
R3HDML (140902)	0.008140104	0.449873668	0.549635855
SCGB1C2 (653486)	0.00815129	0.189841122	0.273544967
PRSS41 (360226)	0.008156356	0.738073043	0.805003952
CSN3 (1448)	0.008225575	0.831143735	0.878922961
CCDC177 (56936)	0.008226386	0.823945743	0.873836203
CFAP97D1 (284067)	0.008239051	0.103851662	0.16365955
GIP (2695)	0.008246315	0.732999689	0.800898696
SEMA4G (57715)	0.008255564	0.942018654	0.961666463
OR5AU1 (390445)	0.008347333	0.068945528	0.115490523
OR52E5 (390082)	0.008350665	0.019187762	0.038172142
FAM209A (200232)	0.008369221	0.710822078	0.783314455
TCP10 (6953)	0.008387113	0.113175289	0.176131857
ZNF560 (147741)	0.008387256	0.88549044	0.920304264
C22orf31 (25770)	0.008400378	0.503080116	0.600653816
FLG2 (388698)	0.008427932	0.745663189	0.810663644
ATF6B (1388)	0.008446797	0.877994352	0.915186969
TRIM49B (283116)	0.008519324	0.677414994	0.75560407
HSFX4 (101927685)	0.00854281	0.384599542	0.485728203
CCL14 (6358)	0.008545621	0.453742446	0.553476147
SYT10 (341359)	0.008548999	0.716646184	0.787570295
PZP (5858)	0.008597129	0.437948964	0.538235538
SPDL1 (54908)	0.008601309	0.911634279	0.939357696
AFM (173)	0.008637022	0.47945227	0.57865232
CSRP3 (8048)	0.008638081	0.831310236	0.878968473
MORC1 (27136)	0.00868333	0.745922787	0.810760696
RPUSD1 (113000)	0.008687291	0.873463906	0.911854784
HIST1H2AA (221613)	0.008727881	0.122243882	0.187940642
DEFB135 (613209)	0.008759615	0.215889823	0.304768183
POTEB3 (102724631)	0.008771524	0.444765119	0.544793872
SMCP (4184)	0.008859196	0.093371616	0.149457041
DHRS7C (201140)	0.008865855	0.433971477	0.534582714
ZNF267 (10308)	0.008866747	0.877590824	0.914865973
OR5P3 (120066)	0.008875216	0.051408914	0.089649503
CCDC70 (83446)	0.008888198	0.320438986	0.42083309
TAS2R9 (50835)	0.008931864	0.021727602	0.042509271
SCARB1 (949)	0.008972791	0.931927834	0.954565353
OR4F3 (26683)	0.008973239	0.170838587	0.250232128
TMEM11 (8834)	0.008977418	0.862361796	0.90336822
ARV1 (64801)	0.008983572	0.862801013	0.903729419
GHSR (2693)	0.00899243	0.054255795	0.093884319
C1orf158 (93190)	0.009001892	0.282759026	0.380082769
CBLN4 (140689)	0.009006159	0.488460468	0.587453649
FUT5 (2527)	0.009008417	0.495608871	0.593951949
GJD4 (219770)	0.009028211	0.366597712	0.467720534
COPRS (55352)	0.009044373	0.892674933	0.925049741
OR6J1 (79549)	0.009082023	0.000489481	0.001455292
NXPH2 (11249)	0.009082222	0.886914265	0.921024502
HAGH (3029)	0.009114531	0.892393537	0.924858266
ADH1A (124)	0.009120561	0.441080793	0.541146546
CNBD1 (168975)	0.009123542	0.561711922	0.654697902
LRRC63 (220416)	0.009160288	0.726344909	0.795298647
CFAP53 (220136)	0.009172864	0.829400918	0.877840724
KRTAP5-4 (387267)	0.009173057	0.067934558	0.114072378
POTEM (641455)	0.009204537	0.536251933	0.63199296
SLC36A2 (153201)	0.009210117	0.476166614	0.575451907
EIF2B2 (8892)	0.009215017	0.856729914	0.899042782
FBXO47 (494188)	0.009247341	0.105655893	0.166038124
ZMYND12 (84217)	0.009256778	0.860083054	0.901622494
DOP1B (9980)	0.009256869	0.913628243	0.940905863
PRAP1 (118471)	0.00926108	0.916958583	0.943129552
TMEM168 (64418)	0.009265139	0.898073542	0.929336758
DEFB134 (613211)	0.009265765	0.122172381	0.187845801
OR2A25 (392138)	0.009272733	0.056713842	0.097620014
OR8D2 (283160)	0.009304518	0.014204345	0.029293114
GOLGA8F (100132565)	0.009328642	0.358542288	0.459341066
OR11H12 (440153)	0.009331477	0.073235258	0.121586661
KNCN (148930)	0.009332134	0.299494043	0.398714462
OR2A2 (442361)	0.009347336	0.043150251	0.077022696
ALPI (248)	0.009362389	0.710657154	0.783236647
BMP8A (353500)	0.009376248	0.858071104	0.900104377
KRTAP13-2 (337959)	0.009383402	0.073761694	0.122220071
CINP (51550)	0.009401098	0.845248304	0.890479937
HNRNPCL3 (649330)	0.009427964	0.177900514	0.25899068
HLA-C (3107)	0.009429152	0.948728227	0.966602085
SPANXN4 (441525)	0.0094334	0.180052001	0.261585756
CRYGN (155051)	0.009486333	0.686012294	0.763103972
FPR1 (2357)	0.009491855	0.869060386	0.908496262
KLF17 (128209)	0.009512481	0.712333629	0.78449721
E2F7 (144455)	0.009514821	0.910976623	0.938983281
OR11H2 (79334)	0.009537813	0.037973608	0.0689264
FRMD8 (83786)	0.00954804	0.871650907	0.910330862
STIL (6491)	0.009555675	0.873366937	0.911803275
FAM135B (51059)	0.009566626	0.808219187	0.861644379
ZP4 (57829)	0.009573994	0.552449559	0.646737257
PTPN5 (84867)	0.009580776	0.757355785	0.820341174
TRPC7 (57113)	0.009593559	0.497004209	0.595037434
OR56A5 (390084)	0.009597576	0.042005755	0.075246391
ATG4A (115201)	0.009684793	0.872933176	0.911449835
OVOL3 (728361)	0.009691664	0.647722442	0.730098824
ZNF468 (90333)	0.009693914	0.918298752	0.944157092
CLRN1 (7401)	0.009696659	0.361548088	0.462421101
OR2H1 (26716)	0.009711946	0.07188391	0.119654427
PPIAL4F (728945)	0.009712767	0.014972346	0.030668799
TERB2 (145645)	0.009737507	0.312824351	0.412900536
CXorf51B (100133053)	0.009739245	0.642035411	0.725335686
RTP2 (344892)	0.00973936	0.023377967	0.045225319
DEC1 (50514)	0.009782863	0.739729661	0.806135632
ATXN3L (92552)	0.009787582	0.412882039	0.513560766
ZNF594 (84622)	0.009812839	0.900711399	0.931085899
DIO3 (1735)	0.009828441	0.867011628	0.906948833
SPHKAP (80309)	0.009846136	0.719181317	0.789178443
C7orf33 (202865)	0.009903825	0.171830692	0.251454423
CDC14C (168448)	0.009909191	0.044130454	0.078523414
TMCO5A (145942)	0.009918024	0.003784045	0.009113317
OR2A12 (346525)	0.00991899	0.139619071	0.210729195
NDUFAF5 (79133)	0.009919336	0.850220519	0.894221603
RFPL3 (10738)	0.009923854	0.025674274	0.049082116
SCYL2 (55681)	0.00993486	0.838394626	0.884846282
CWH43 (80157)	0.009939202	0.757040209	0.820144744
C11orf16 (56673)	0.009939958	0.4620332	0.561883088
IFNAR1 (3454)	0.009953251	0.855264608	0.897898857
FUK (197258)	0.009956115	0.865201542	0.905567506
C19orf73 (55150)	0.009969274	0.836072934	0.882833991
TBL3 (10607)	0.009973654	0.828154693	0.877122739
HIST1H4G (8369)	0.010020661	0.100264354	0.15885631
CSN2 (1447)	0.010049212	0.570815767	0.662164276
HORMAD2 (150280)	0.010085454	0.419632483	0.520368199
SEPT7 (989)	0.01010956	0.867244284	0.907043519
ARC (23237)	0.010111613	0.913090078	0.940519245
AKAP14 (158798)	0.010128113	0.708275257	0.78142125
C16orf71 (146562)	0.010129613	0.807066512	0.860742477
PTPRQ (374462)	0.010142025	0.844635582	0.890059095
KRT2 (3849)	0.010148141	0.612900509	0.700309663
GOLGA6L2 (283685)	0.01014949	0.434717594	0.535313485
C10orf113 (387638)	0.010150749	0.089378652	0.14399463
GABRR3 (200959)	0.01016079	0.419167577	0.520027483
TEX49 (255411)	0.010193112	0.423734767	0.524503969
C17orf78 (284099)	0.010258293	0.230576476	0.322013136
TCP11X1 (100996631)	0.01025891	0.208613332	0.296065373
SYT4 (6860)	0.010260206	0.927681061	0.951233328
OR52E6 (390078)	0.010263835	0.044378672	0.078906408
RNFT1 (51136)	0.010290905	0.877136255	0.914591311
CNTNAP5 (129684)	0.010338113	0.721586153	0.791137123
PNMA6F (105373377)	0.010357731	0.266751219	0.362866265
PDILT (204474)	0.010369612	0.357399632	0.458183791
ZDHHC16 (84287)	0.010379136	0.822571302	0.872765339
LCE1D (353134)	0.010379217	0.468324953	0.567770539
TTC29 (83894)	0.010414521	0.732939734	0.800878897
SPAAR (158376)	0.010459619	0.830896839	0.878871157
ZNF474 (133923)	0.010477017	0.687071961	0.763838886
LUZP4 (51213)	0.010530234	0.177509264	0.258519388
PPP1R3F (89801)	0.010536464	0.887795537	0.92148888
ETF1 (2107)	0.010541138	0.807098029	0.860742477
C5orf51 (285636)	0.010564471	0.837070926	0.883692832
FABP12 (646486)	0.010642015	0.015240173	0.03114742
C14orf180 (400258)	0.010657249	0.367930709	0.468844329
HIST1H3J (8356)	0.010669543	0.801188556	0.855953812
TAS2R1 (50834)	0.010704929	0.32249081	0.422773681
OR52J3 (119679)	0.010740034	0.360443084	0.461251497
PRR20C (729240)	0.010748551	0.394097128	0.494778179
C10orf53 (282966)	0.010776506	0.159112739	0.235653278
FER1L5 (90342)	0.010779385	0.375729514	0.476762099
KRTAP19-3 (337970)	0.010781887	0.039618235	0.071499296
CA6 (765)	0.010788147	0.828857387	0.877586738
CNGA2 (1260)	0.010806405	0.130706457	0.199144004
HIST1H2BL (8340)	0.010815236	0.863193469	0.904041566
PSPH (5723)	0.010819293	0.876814613	0.914468081
ASIC5 (51802)	0.010832669	0.101529926	0.160529312
DDX18 (8886)	0.010837809	0.823541494	0.873511099
SLC46A2 (57864)	0.010858564	0.249620133	0.343843942
SSH1 (54434)	0.010862594	0.898193055	0.929336758
TAC4 (255061)	0.010886781	0.629438096	0.714602132
CEMP1 (752014)	0.010922525	0.85336817	0.896596248
LRRC26 (389816)	0.010932778	0.894928903	0.926783454
IRF3 (3661)	0.010936508	0.833408816	0.880603729
NUTM1 (256646)	0.010950009	0.369867769	0.470871659
MTRNR2L4 (100463285)	0.010957806	0.565966632	0.658454282
SLC28A2 (9153)	0.010970668	0.795460908	0.851076043
HIBCH (26275)	0.010975597	0.843761618	0.889443929
SETD9 (133383)	0.010988398	0.876953096	0.914521032
SKOR2 (652991)	0.010990483	0.35637598	0.457361518
TRIM49C (642612)	0.011011291	0.418389323	0.519196551
AWAT2 (158835)	0.011018975	0.288452855	0.386515115
SORCS3 (22986)	0.011042006	0.642951783	0.726089484
MYH8 (4626)	0.011114587	0.298723093	0.397992546
ODAM (54959)	0.011117953	0.886866469	0.921024502
BBOF1 (80127)	0.011124444	0.876709225	0.914444884
MEI4 (101928601)	0.011131902	0.57361037	0.664640898
